id,title,description,instructor_id,category_id,status,visibility,price,is_free,thumbnail_url,created_at,updated_at
279,French Conversation,Professional french training with industry best practices and expert insights.,1402,4,ACCEPTED,PUBLIC,281.26,False,/thumbnails/course_279.jpg,2025-09-12 17:29:30,2025-10-19 17:29:30
280,Photography Masterclass,Comprehensive photography course covering fundamental concepts and practical applications.,229,6,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_280.jpg,2025-09-12 17:26:33,2025-11-02 17:26:33
281,Complete Nutrition Guide,Master nutrition with this complete guide designed for all skill levels.,400,7,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_281.jpg,2025-09-12 17:22:28,2025-09-22 17:22:28
282,SQL Fundamentals,Professional sql training with industry best practices and expert insights.,123,1,DECLINED,PUBLIC,0.0,True,/thumbnails/course_282.jpg,2025-09-12 17:23:19,2025-10-04 17:23:19
283,Effective Communication,Master communication with this complete guide designed for all skill levels.,989,9,ACCEPTED,PUBLIC,44.59,True,/thumbnails/course_283.jpg,2025-09-12 17:33:54,2025-10-21 17:33:54
284,Advanced Data Science,Master data science with this complete guide designed for all skill levels.,1838,5,ACCEPTED,PRIVATE,165.2,False,/thumbnails/course_284.jpg,2025-09-12 17:25:40,2025-09-29 17:25:40
285,Advanced Communication,Professional communication training with industry best practices and expert insights.,709,9,ACCEPTED,PUBLIC,239.15,False,/thumbnails/course_285.jpg,2025-09-12 17:21:03,2025-11-02 17:21:03
286,Professional Time Management,Professional time management training with industry best practices and expert insights.,1326,9,ACCEPTED,PRIVATE,234.42,False,/thumbnails/course_286.jpg,2025-09-12 17:30:50,2025-10-18 17:30:50
287,Biology Laboratory,Professional biology training with industry best practices and expert insights.,958,5,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_287.jpg,2025-09-12 17:36:45,2025-09-26 17:36:45
288,Introduction to AI,Comprehensive ai course covering fundamental concepts and practical applications.,1714,8,ACCEPTED,PUBLIC,230.04,True,/thumbnails/course_288.jpg,2025-09-12 17:37:45,2025-09-22 17:37:45
289,Fitness Essentials,Learn fitness from scratch with hands-on projects and real-world examples.,952,7,ACCEPTED,PUBLIC,237.36,True,/thumbnails/course_289.jpg,2025-09-12 17:34:30,2025-10-30 17:34:30
290,Effective Mindfulness,Professional mindfulness training with industry best practices and expert insights.,1296,9,ACCEPTED,PUBLIC,297.45,False,/thumbnails/course_290.jpg,2025-09-12 17:34:49,2025-09-27 17:34:49
291,Biology Laboratory,Master biology with this complete guide designed for all skill levels.,118,5,ACCEPTED,PUBLIC,105.5,True,/thumbnails/course_291.jpg,2025-09-12 17:38:57,2025-09-21 17:38:57
292,French Grammar Mastery,Professional french training with industry best practices and expert insights.,2005,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_292.jpg,2025-09-12 17:36:57,2025-09-17 17:36:57
293,Music Theory Basics,In-depth music theory course with practical exercises and certification.,795,6,PENDING,PUBLIC,0.0,True,/thumbnails/course_293.jpg,2025-09-12 17:38:46,2025-10-03 17:38:46
294,French Grammar Mastery,Learn french from scratch with hands-on projects and real-world examples.,1236,4,ACCEPTED,PUBLIC,275.63,True,/thumbnails/course_294.jpg,2025-09-12 17:33:06,2025-10-02 17:33:06
295,UI/UX Design Principles,Learn ui/ux from scratch with hands-on projects and real-world examples.,481,2,ACCEPTED,PUBLIC,253.94,True,/thumbnails/course_295.jpg,2025-09-12 17:34:51,2025-09-16 17:34:51
296,Advanced Italian,Professional italian training with industry best practices and expert insights.,342,4,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_296.jpg,2025-09-12 17:29:36,2025-09-22 17:29:36
297,Machine Learning Fundamentals,Master machine learning with this complete guide designed for all skill levels.,610,1,ACCEPTED,PUBLIC,168.59,True,/thumbnails/course_297.jpg,2025-09-12 17:38:54,2025-10-21 17:38:54
298,Music Theory Masterclass,In-depth music theory course with practical exercises and certification.,610,6,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_298.jpg,2025-09-12 17:34:56,2025-09-30 17:34:56
299,Advanced Study Skills,Comprehensive study skills course covering fundamental concepts and practical applications.,2127,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_299.jpg,2025-09-12 17:26:43,2025-10-18 17:26:43
300,Study Skills Fundamentals,In-depth study skills course with practical exercises and certification.,1113,10,ACCEPTED,PUBLIC,290.25,False,/thumbnails/course_300.jpg,2025-09-12 17:38:12,2025-10-18 17:38:12
301,Introduction to Blockchain,Learn blockchain from scratch with hands-on projects and real-world examples.,1192,8,ACCEPTED,PUBLIC,71.4,True,/thumbnails/course_301.jpg,2025-09-12 17:38:05,2025-09-22 17:38:05
302,Advanced Node.js,Professional node.js training with industry best practices and expert insights.,67,1,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_302.jpg,2025-09-12 17:25:20,2025-09-16 17:25:20
303,Research Methods Preparation,Comprehensive research methods course covering fundamental concepts and practical applications.,12,10,PENDING,PUBLIC,0.0,True,/thumbnails/course_303.jpg,2025-09-12 17:22:16,2025-10-08 17:22:16
304,Introduction to Project Management,Professional project management training with industry best practices and expert insights.,1424,3,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_304.jpg,2025-09-12 17:28:05,2025-11-04 17:28:05
305,Modern Creative Writing Techniques,Learn creative writing from scratch with hands-on projects and real-world examples.,563,6,ACCEPTED,PUBLIC,239.75,False,/thumbnails/course_305.jpg,2025-09-12 17:23:32,2025-09-13 17:23:32
306,Advanced AI,Comprehensive ai course covering fundamental concepts and practical applications.,246,8,DECLINED,PUBLIC,0.0,True,/thumbnails/course_306.jpg,2025-09-12 17:33:34,2025-09-22 17:33:34
307,Advanced JavaScript,Master javascript with this complete guide designed for all skill levels.,1757,1,ACCEPTED,PUBLIC,129.39,True,/thumbnails/course_307.jpg,2025-09-12 17:31:13,2025-10-20 17:31:13
308,Modern Music Theory Techniques,Comprehensive music theory course covering fundamental concepts and practical applications.,342,6,PENDING,PUBLIC,0.0,True,/thumbnails/course_308.jpg,2025-09-12 17:24:58,2025-10-08 17:24:58
309,Professional Sales Skills,In-depth sales course with practical exercises and certification.,946,3,ACCEPTED,PUBLIC,89.22,False,/thumbnails/course_309.jpg,2025-09-12 17:35:06,2025-10-07 17:35:06
310,Sales for Entrepreneurs,Professional sales training with industry best practices and expert insights.,534,3,DECLINED,PUBLIC,0.0,False,/thumbnails/course_310.jpg,2025-09-12 17:34:05,2025-09-17 17:34:05
311,Typography Masterclass,In-depth typography course with practical exercises and certification.,1750,2,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_311.jpg,2025-09-12 17:33:51,2025-09-22 17:33:51
312,Drawing History,Comprehensive drawing course covering fundamental concepts and practical applications.,1716,6,DECLINED,PUBLIC,92.5,False,/thumbnails/course_312.jpg,2025-09-12 17:31:15,2025-10-13 17:31:15
313,Professional Leadership Skills,Comprehensive leadership course covering fundamental concepts and practical applications.,2008,3,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_313.jpg,2025-09-12 17:33:47,2025-10-06 17:33:47
314,Study Skills Preparation,Professional study skills training with industry best practices and expert insights.,158,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_314.jpg,2025-09-12 17:21:50,2025-09-26 17:21:50
315,Sales Management,Comprehensive sales course covering fundamental concepts and practical applications.,529,3,ACCEPTED,PUBLIC,200.23,False,/thumbnails/course_315.jpg,2025-09-12 17:31:46,2025-10-04 17:31:46
316,C++ Fundamentals,In-depth c++ course with practical exercises and certification.,226,1,ACCEPTED,PRIVATE,245.51,True,/thumbnails/course_316.jpg,2025-09-12 17:37:39,2025-10-16 17:37:39
317,Goal Setting Workshop,In-depth goal setting course with practical exercises and certification.,830,9,PENDING,PUBLIC,23.69,True,/thumbnails/course_317.jpg,2025-09-12 17:27:48,2025-10-27 17:27:48
318,Critical Thinking Fundamentals,In-depth critical thinking course with practical exercises and certification.,1917,10,ACCEPTED,PUBLIC,203.25,True,/thumbnails/course_318.jpg,2025-09-12 17:21:34,2025-09-19 17:21:34
319,Modern Music Theory Techniques,Learn music theory from scratch with hands-on projects and real-world examples.,759,6,ACCEPTED,PUBLIC,37.85,True,/thumbnails/course_319.jpg,2025-09-12 17:28:23,2025-10-25 17:28:23
320,Advanced Finance,Learn finance from scratch with hands-on projects and real-world examples.,935,3,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_320.jpg,2025-09-12 17:35:53,2025-11-02 17:35:53
321,Advanced JavaScript,Professional javascript training with industry best practices and expert insights.,2062,1,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_321.jpg,2025-09-12 17:26:03,2025-09-29 17:26:03
322,Classical Painting,Comprehensive painting course covering fundamental concepts and practical applications.,1932,6,ACCEPTED,PUBLIC,33.75,False,/thumbnails/course_322.jpg,2025-09-12 17:36:23,2025-10-18 17:36:23
323,Sales for Entrepreneurs,Comprehensive sales course covering fundamental concepts and practical applications.,351,3,ACCEPTED,PUBLIC,30.3,False,/thumbnails/course_323.jpg,2025-09-12 17:25:48,2025-10-16 17:25:48
324,Writing Preparation,Master writing with this complete guide designed for all skill levels.,1439,10,ACCEPTED,PUBLIC,171.6,True,/thumbnails/course_324.jpg,2025-09-12 17:31:20,2025-09-23 17:31:20
325,Mental Health for Beginners,Learn mental health from scratch with hands-on projects and real-world examples.,1527,7,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_325.jpg,2025-09-12 17:34:33,2025-10-03 17:34:33
326,Master Python,Professional python training with industry best practices and expert insights.,955,1,ACCEPTED,PUBLIC,6.07,True,/thumbnails/course_326.jpg,2025-09-12 17:29:22,2025-10-01 17:29:22
327,React Bootcamp,Professional react training with industry best practices and expert insights.,338,1,ACCEPTED,PUBLIC,68.38,False,/thumbnails/course_327.jpg,2025-09-12 17:25:53,2025-10-29 17:25:53
328,Advanced Leadership,Master leadership with this complete guide designed for all skill levels.,1560,3,ACCEPTED,PUBLIC,26.79,True,/thumbnails/course_328.jpg,2025-09-12 17:21:35,2025-11-09 17:21:35
329,Advanced Career,Professional career training with industry best practices and expert insights.,1917,9,ACCEPTED,PUBLIC,246.3,True,/thumbnails/course_329.jpg,2025-09-12 17:28:47,2025-09-22 17:28:47
330,Advanced React,In-depth react course with practical exercises and certification.,1535,1,ACCEPTED,PRIVATE,0.0,True,/thumbnails/course_330.jpg,2025-09-12 17:36:01,2025-11-07 17:36:01
331,Test Prep Mastery,Learn test prep from scratch with hands-on projects and real-world examples.,698,10,ACCEPTED,PUBLIC,60.22,False,/thumbnails/course_331.jpg,2025-09-12 17:29:39,2025-09-14 17:29:39
332,Advanced Time Management,Master time management with this complete guide designed for all skill levels.,704,9,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_332.jpg,2025-09-12 17:37:38,2025-10-14 17:37:38
333,Advanced Career,Comprehensive career course covering fundamental concepts and practical applications.,123,9,PENDING,PUBLIC,0.0,True,/thumbnails/course_333.jpg,2025-09-12 17:34:39,2025-10-10 17:34:39
334,Advanced Writing,In-depth writing course with practical exercises and certification.,2034,10,PENDING,PUBLIC,0.0,False,/thumbnails/course_334.jpg,2025-09-12 17:36:57,2025-11-08 17:36:57
335,JavaScript Bootcamp,Master javascript with this complete guide designed for all skill levels.,118,1,PENDING,PUBLIC,0.0,False,/thumbnails/course_335.jpg,2025-09-12 17:36:54,2025-10-18 17:36:54
336,Master C++,Learn c++ from scratch with hands-on projects and real-world examples.,745,1,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_336.jpg,2025-09-12 17:33:42,2025-09-13 17:33:42
337,Professional Marketing Skills,Professional marketing training with industry best practices and expert insights.,438,3,ACCEPTED,PUBLIC,180.34,False,/thumbnails/course_337.jpg,2025-09-12 17:28:01,2025-09-28 17:28:01
338,Classical Drawing,Master drawing with this complete guide designed for all skill levels.,1574,6,DECLINED,PRIVATE,255.47,True,/thumbnails/course_338.jpg,2025-09-12 17:36:50,2025-09-25 17:36:50
339,Modern Drawing Techniques,In-depth drawing course with practical exercises and certification.,1510,6,ACCEPTED,PUBLIC,2.2,True,/thumbnails/course_339.jpg,2025-09-12 17:25:29,2025-11-04 17:25:29
340,Advanced IoT,In-depth iot course with practical exercises and certification.,994,8,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_340.jpg,2025-09-12 17:35:13,2025-09-16 17:35:13
341,Complete React Guide,Master react with this complete guide designed for all skill levels.,976,1,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_341.jpg,2025-09-12 17:22:47,2025-11-08 17:22:47
342,Yoga Certification,Learn yoga from scratch with hands-on projects and real-world examples.,508,7,ACCEPTED,PUBLIC,72.09,False,/thumbnails/course_342.jpg,2025-09-12 17:29:24,2025-11-05 17:29:24
343,Classical Painting,Master painting with this complete guide designed for all skill levels.,476,6,ACCEPTED,PUBLIC,196.61,True,/thumbnails/course_343.jpg,2025-09-12 17:26:00,2025-09-28 17:26:00
344,Complete Writing Course,Professional writing training with industry best practices and expert insights.,137,10,ACCEPTED,PUBLIC,298.42,True,/thumbnails/course_344.jpg,2025-09-12 17:24:29,2025-10-03 17:24:29
345,Professional Analytics Skills,Learn analytics from scratch with hands-on projects and real-world examples.,1982,3,ACCEPTED,PUBLIC,142.72,True,/thumbnails/course_345.jpg,2025-09-12 17:31:07,2025-10-04 17:31:07
346,Web Design for Professionals,Learn web design from scratch with hands-on projects and real-world examples.,2078,2,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_346.jpg,2025-09-12 17:33:48,2025-09-20 17:33:48
347,Professional Research Methods,In-depth research methods course with practical exercises and certification.,628,10,ACCEPTED,PRIVATE,269.87,True,/thumbnails/course_347.jpg,2025-09-12 17:22:50,2025-09-26 17:22:50
348,Music Theory Masterclass,Master music theory with this complete guide designed for all skill levels.,1566,6,ACCEPTED,PUBLIC,99.39,False,/thumbnails/course_348.jpg,2025-09-12 17:32:59,2025-09-30 17:32:59
349,Applied Physics,Professional physics training with industry best practices and expert insights.,181,5,ACCEPTED,PUBLIC,175.07,True,/thumbnails/course_349.jpg,2025-09-12 17:36:54,2025-09-16 17:36:54
350,Advanced Fitness,In-depth fitness course with practical exercises and certification.,396,7,ACCEPTED,PUBLIC,114.5,False,/thumbnails/course_350.jpg,2025-09-12 17:34:13,2025-09-15 17:34:13
351,Java for Beginners,Learn java from scratch with hands-on projects and real-world examples.,1251,1,ACCEPTED,PUBLIC,170.82,True,/thumbnails/course_351.jpg,2025-09-12 17:35:49,2025-10-11 17:35:49
352,Node.js for Beginners,Learn node.js from scratch with hands-on projects and real-world examples.,271,1,ACCEPTED,PUBLIC,189.3,False,/thumbnails/course_352.jpg,2025-09-12 17:23:41,2025-10-22 17:23:41
353,Introduction to Python,Professional python training with industry best practices and expert insights.,972,1,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_353.jpg,2025-09-12 17:31:04,2025-10-18 17:31:04
354,Blockchain Fundamentals,Comprehensive blockchain course covering fundamental concepts and practical applications.,436,8,ACCEPTED,PUBLIC,190.04,True,/thumbnails/course_354.jpg,2025-09-12 17:33:08,2025-10-12 17:33:08
355,Modern UI/UX Techniques,Comprehensive ui/ux course covering fundamental concepts and practical applications.,1982,2,PENDING,PUBLIC,0.0,False,/thumbnails/course_355.jpg,2025-09-12 17:38:31,2025-09-12 17:38:31
356,Statistics Fundamentals,Learn statistics from scratch with hands-on projects and real-world examples.,85,5,ACCEPTED,PUBLIC,188.0,False,/thumbnails/course_356.jpg,2025-09-12 17:37:19,2025-10-26 17:37:19
357,Web Design Masterclass,Learn web design from scratch with hands-on projects and real-world examples.,343,2,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_357.jpg,2025-09-12 17:22:24,2025-09-22 17:22:24
358,Marketing Strategy,Master marketing with this complete guide designed for all skill levels.,1028,3,ACCEPTED,PUBLIC,156.08,True,/thumbnails/course_358.jpg,2025-09-12 17:37:23,2025-10-09 17:37:23
359,Professional Finance Skills,Master finance with this complete guide designed for all skill levels.,1763,3,PENDING,PUBLIC,0.0,False,/thumbnails/course_359.jpg,2025-09-12 17:23:20,2025-11-11 17:23:20
360,Advanced Marketing,Learn marketing from scratch with hands-on projects and real-world examples.,806,3,ACCEPTED,PUBLIC,39.36,True,/thumbnails/course_360.jpg,2025-09-12 17:33:03,2025-10-19 17:33:03
361,Professional Fitness,Comprehensive fitness course covering fundamental concepts and practical applications.,1373,7,ACCEPTED,PUBLIC,237.63,False,/thumbnails/course_361.jpg,2025-09-12 17:32:20,2025-10-22 17:32:20
362,Sales Management,In-depth sales course with practical exercises and certification.,167,3,ACCEPTED,PUBLIC,14.39,False,/thumbnails/course_362.jpg,2025-09-12 17:27:38,2025-11-04 17:27:38
363,Learn Spanish - Beginner,Comprehensive spanish course covering fundamental concepts and practical applications.,1560,4,ACCEPTED,PUBLIC,37.08,False,/thumbnails/course_363.jpg,2025-09-12 17:31:37,2025-10-26 17:31:37
364,Advanced Study Skills,Comprehensive study skills course covering fundamental concepts and practical applications.,1060,10,ACCEPTED,PRIVATE,30.29,True,/thumbnails/course_364.jpg,2025-09-12 17:38:19,2025-10-21 17:38:19
365,Professional DevOps,Learn devops from scratch with hands-on projects and real-world examples.,1564,8,ACCEPTED,PUBLIC,31.47,True,/thumbnails/course_365.jpg,2025-09-12 17:26:41,2025-09-19 17:26:41
366,Advanced Cloud Computing,Comprehensive cloud computing course covering fundamental concepts and practical applications.,1803,8,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_366.jpg,2025-09-12 17:21:24,2025-09-28 17:21:24
367,Classical Music Theory,Master music theory with this complete guide designed for all skill levels.,1540,6,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_367.jpg,2025-09-12 17:24:29,2025-10-13 17:24:29
368,Advanced Logic,Professional logic training with industry best practices and expert insights.,1192,10,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_368.jpg,2025-09-12 17:26:00,2025-09-17 17:26:00
369,Mindfulness Mastery,Professional mindfulness training with industry best practices and expert insights.,508,9,ACCEPTED,PUBLIC,233.85,False,/thumbnails/course_369.jpg,2025-09-12 17:30:14,2025-10-28 17:30:14
370,Advanced React,Learn react from scratch with hands-on projects and real-world examples.,1669,1,ACCEPTED,PUBLIC,88.8,True,/thumbnails/course_370.jpg,2025-09-12 17:23:04,2025-09-18 17:23:04
371,Advanced Test Prep,Master test prep with this complete guide designed for all skill levels.,1340,10,ACCEPTED,PUBLIC,93.81,True,/thumbnails/course_371.jpg,2025-09-12 17:21:52,2025-09-18 17:21:52
372,Test Prep Fundamentals,Learn test prep from scratch with hands-on projects and real-world examples.,601,10,PENDING,PRIVATE,0.0,True,/thumbnails/course_372.jpg,2025-09-12 17:38:25,2025-10-21 17:38:25
373,Data Science Fundamentals,Comprehensive data science course covering fundamental concepts and practical applications.,1402,5,ACCEPTED,PUBLIC,54.86,True,/thumbnails/course_373.jpg,2025-09-12 17:28:29,2025-10-11 17:28:29
374,Painting Masterclass,Professional painting training with industry best practices and expert insights.,1566,6,ACCEPTED,PUBLIC,239.06,False,/thumbnails/course_374.jpg,2025-09-12 17:38:49,2025-10-26 17:38:49
375,Professional Marketing Skills,Learn marketing from scratch with hands-on projects and real-world examples.,349,3,ACCEPTED,PUBLIC,177.22,True,/thumbnails/course_375.jpg,2025-09-12 17:33:42,2025-10-25 17:33:42
376,Business French,In-depth french course with practical exercises and certification.,1432,4,ACCEPTED,PUBLIC,183.4,True,/thumbnails/course_376.jpg,2025-09-12 17:21:51,2025-11-07 17:21:51
377,Professional Study Skills,Professional study skills training with industry best practices and expert insights.,1762,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_377.jpg,2025-09-12 17:36:20,2025-09-14 17:36:20
378,Research Methods Fundamentals,Master research methods with this complete guide designed for all skill levels.,77,10,ACCEPTED,PUBLIC,203.37,True,/thumbnails/course_378.jpg,2025-09-12 17:34:48,2025-10-18 17:34:48
379,Master Node.js,In-depth node.js course with practical exercises and certification.,1932,1,ACCEPTED,PUBLIC,185.47,True,/thumbnails/course_379.jpg,2025-09-12 17:32:26,2025-10-28 17:32:26
380,Blockchain Fundamentals,Master blockchain with this complete guide designed for all skill levels.,1452,8,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_380.jpg,2025-09-12 17:36:44,2025-11-08 17:36:44
381,Spanish Grammar Mastery,Comprehensive spanish course covering fundamental concepts and practical applications.,555,4,ACCEPTED,PUBLIC,140.78,True,/thumbnails/course_381.jpg,2025-09-12 17:32:52,2025-09-22 17:32:52
382,Project Management Strategy,Master project management with this complete guide designed for all skill levels.,858,3,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_382.jpg,2025-09-12 17:32:10,2025-10-14 17:32:10
383,Advanced Critical Thinking,Professional critical thinking training with industry best practices and expert insights.,1535,10,ACCEPTED,PUBLIC,23.65,True,/thumbnails/course_383.jpg,2025-09-12 17:30:45,2025-10-18 17:30:45
384,Advanced Nutrition,Professional nutrition training with industry best practices and expert insights.,1645,7,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_384.jpg,2025-09-12 17:33:35,2025-10-29 17:33:35
385,Time Management Workshop,Comprehensive time management course covering fundamental concepts and practical applications.,1535,9,ACCEPTED,PUBLIC,167.13,False,/thumbnails/course_385.jpg,2025-09-12 17:22:46,2025-09-17 17:22:46
386,Professional IoT,Master iot with this complete guide designed for all skill levels.,1891,8,ACCEPTED,PUBLIC,196.37,True,/thumbnails/course_386.jpg,2025-09-12 17:38:40,2025-10-03 17:38:40
387,Nutrition for Beginners,Learn nutrition from scratch with hands-on projects and real-world examples.,1666,7,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_387.jpg,2025-09-12 17:25:14,2025-10-20 17:25:14
388,Advanced Career,Master career with this complete guide designed for all skill levels.,1661,9,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_388.jpg,2025-09-12 17:35:59,2025-09-26 17:35:59
389,Leadership Strategy,Master leadership with this complete guide designed for all skill levels.,1033,3,DECLINED,PUBLIC,112.16,False,/thumbnails/course_389.jpg,2025-09-12 17:37:40,2025-11-08 17:37:40
390,Introduction to Project Management,Learn project management from scratch with hands-on projects and real-world examples.,1540,3,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_390.jpg,2025-09-12 17:35:49,2025-09-24 17:35:49
391,Logo Design Design Principles,Learn logo design from scratch with hands-on projects and real-world examples.,1674,2,ACCEPTED,PUBLIC,57.17,False,/thumbnails/course_391.jpg,2025-09-12 17:38:34,2025-10-30 17:38:34
392,Modern UI/UX Techniques,In-depth ui/ux course with practical exercises and certification.,411,2,ACCEPTED,PUBLIC,135.15,True,/thumbnails/course_392.jpg,2025-09-12 17:22:16,2025-10-14 17:22:16
393,Advanced Writing,Comprehensive writing course covering fundamental concepts and practical applications.,1967,10,ACCEPTED,PUBLIC,165.96,True,/thumbnails/course_393.jpg,2025-09-12 17:38:18,2025-10-19 17:38:18
394,Modern Creative Writing Techniques,Learn creative writing from scratch with hands-on projects and real-world examples.,2140,6,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_394.jpg,2025-09-12 17:23:19,2025-09-18 17:23:19
395,Advanced Analytics,In-depth analytics course with practical exercises and certification.,1149,3,ACCEPTED,PUBLIC,115.39,True,/thumbnails/course_395.jpg,2025-09-12 17:26:16,2025-11-09 17:26:16
396,Theoretical Chemistry,Master chemistry with this complete guide designed for all skill levels.,1510,5,ACCEPTED,PUBLIC,291.14,True,/thumbnails/course_396.jpg,2025-09-12 17:33:55,2025-09-20 17:33:55
397,Effective Goal Setting,In-depth goal setting course with practical exercises and certification.,1903,9,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_397.jpg,2025-09-12 17:32:18,2025-11-06 17:32:18
398,Complete C++ Guide,Learn c++ from scratch with hands-on projects and real-world examples.,755,1,ACCEPTED,PUBLIC,87.17,False,/thumbnails/course_398.jpg,2025-09-12 17:36:02,2025-10-25 17:36:02
399,Italian Conversation,Learn italian from scratch with hands-on projects and real-world examples.,1870,4,ACCEPTED,PUBLIC,191.06,True,/thumbnails/course_399.jpg,2025-09-12 17:30:09,2025-10-30 17:30:09
400,First Aid for Beginners,Professional first aid training with industry best practices and expert insights.,2143,7,ACCEPTED,PUBLIC,200.14,True,/thumbnails/course_400.jpg,2025-09-12 17:25:56,2025-10-29 17:25:56
401,Research Methods Mastery,Professional research methods training with industry best practices and expert insights.,77,10,ACCEPTED,PUBLIC,7.58,False,/thumbnails/course_401.jpg,2025-09-12 17:25:53,2025-10-24 17:25:53
402,Communication Mastery,Master communication with this complete guide designed for all skill levels.,558,9,ACCEPTED,PUBLIC,205.01,False,/thumbnails/course_402.jpg,2025-09-12 17:27:44,2025-09-15 17:27:44
403,Drawing History,Learn drawing from scratch with hands-on projects and real-world examples.,2005,6,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_403.jpg,2025-09-12 17:24:12,2025-09-18 17:24:12
404,Italian Grammar Mastery,In-depth italian course with practical exercises and certification.,806,4,ACCEPTED,PUBLIC,168.38,False,/thumbnails/course_404.jpg,2025-09-12 17:34:08,2025-11-01 17:34:08
405,Drawing History,Comprehensive drawing course covering fundamental concepts and practical applications.,1438,6,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_405.jpg,2025-09-12 17:30:26,2025-10-25 17:30:26
406,Mindfulness Skills,Comprehensive mindfulness course covering fundamental concepts and practical applications.,77,9,ACCEPTED,PUBLIC,60.92,True,/thumbnails/course_406.jpg,2025-09-12 17:34:29,2025-11-06 17:34:29
407,Modern Music Theory Techniques,Master music theory with this complete guide designed for all skill levels.,2014,6,ACCEPTED,PUBLIC,58.94,True,/thumbnails/course_407.jpg,2025-09-12 17:28:33,2025-09-24 17:28:33
408,Goal Setting Skills,Learn goal setting from scratch with hands-on projects and real-world examples.,264,9,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_408.jpg,2025-09-12 17:22:27,2025-10-14 17:22:27
409,Introduction to Mathematics,Comprehensive mathematics course covering fundamental concepts and practical applications.,1598,5,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_409.jpg,2025-09-12 17:22:32,2025-09-22 17:22:32
410,Professional Productivity,Comprehensive productivity course covering fundamental concepts and practical applications.,1192,9,ACCEPTED,PUBLIC,281.24,False,/thumbnails/course_410.jpg,2025-09-12 17:31:22,2025-11-10 17:31:22
411,Sales Management,Comprehensive sales course covering fundamental concepts and practical applications.,1060,3,ACCEPTED,PUBLIC,171.8,False,/thumbnails/course_411.jpg,2025-09-12 17:21:26,2025-11-01 17:21:26
412,German for Travelers,In-depth german course with practical exercises and certification.,795,4,ACCEPTED,PUBLIC,156.18,True,/thumbnails/course_412.jpg,2025-09-12 17:25:34,2025-09-22 17:25:34
413,IoT Implementation,In-depth iot course with practical exercises and certification.,1535,8,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_413.jpg,2025-09-12 17:27:40,2025-09-25 17:27:40
414,Professional Research Methods,Master research methods with this complete guide designed for all skill levels.,1340,10,DECLINED,PRIVATE,0.0,True,/thumbnails/course_414.jpg,2025-09-12 17:35:18,2025-10-21 17:35:18
415,Chinese Grammar Mastery,In-depth chinese course with practical exercises and certification.,65,4,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_415.jpg,2025-09-12 17:27:38,2025-09-27 17:27:38
416,IoT Best Practices,In-depth iot course with practical exercises and certification.,876,8,ACCEPTED,PUBLIC,204.76,False,/thumbnails/course_416.jpg,2025-09-12 17:35:17,2025-11-09 17:35:17
417,Project Management Strategy,Master project management with this complete guide designed for all skill levels.,1995,3,ACCEPTED,PUBLIC,7.41,True,/thumbnails/course_417.jpg,2025-09-12 17:26:12,2025-10-31 17:26:12
418,Advanced IoT,In-depth iot course with practical exercises and certification.,1645,8,ACCEPTED,PUBLIC,88.93,True,/thumbnails/course_418.jpg,2025-09-12 17:35:36,2025-10-02 17:35:36
